stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.00000] opening C:\Users\Hp\Desktop\mrclobbers-backyard\bin\Debug\allegro5.cfg r
display  D   display_settings.c:214  debug_display_settings           [   0.09000] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.09001] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.09002] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.09003] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.09004] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.09005] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.09006] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.09007] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.09008] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.09009] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.09009] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.09010] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.09011] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.09012] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.09013] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.09014] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.09015] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.09016] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.09017] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.09018] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.09019] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.09020] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.09021] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.09022] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.09023] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.09024] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.09025] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.09026] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.09027] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.09028] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.09029] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.09030] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.09031] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.09032] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.09033] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.09034] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.09035] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.09036] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.09037] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.09038] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.09039] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.09040] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.09041] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.09042] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.09042] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.09044] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.09044] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.09045] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.09046] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.09047] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.09048] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.09049] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.09050] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.09052] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.09053] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.09054] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.09055] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.09056] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.09057] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.09058] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.09059] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.09060] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.09061] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.09062] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.09063] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.09064] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.09064] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.09066] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.09066] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.09067] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.09068] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.09069] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.09070] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.09071] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.09072] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.09073] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.09074] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.09075] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1677 d3d_create_display_internals     [   0.09077] Trying format 0.
d3d      I         d3d_disp.cpp:1353 d3d_display_thread_proc          [   0.09096] Chose a display format: 23
d3d      I         d3d_disp.cpp:1422 d3d_display_thread_proc          [   0.09100] Normal window.
d3d      I         d3d_disp.cpp:786  d3d_create_device                [   0.11074] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:848  d3d_create_device                [   0.21809] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:856  d3d_create_device                [   0.21813] Success
d3d      D         d3d_disp.cpp:1703 d3d_create_display_internals     [   0.21816] Resumed after wait.
d3d      I         d3d_disp.cpp:1736 d3d_create_display_internals     [   0.21821] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1767 d3d_create_display_internals     [   0.21823] Returning d3d_display: 00000000010c8540
d3d      D         d3d_disp.cpp:1792 d3d_create_display_locked        [   0.21824] al_display=00000000010c8540
d3d      D         d3d_disp.cpp:1793 d3d_create_display_locked        [   0.21826] al_display->vt=00000000026f7dc0
system   D            wsystem.c:891  _al_win_safe_load_library        [   0.21881] PathFindOnPath found: C:\Windows\system32\d3dx9_43.dll
system   D            wsystem.c:797  load_library_at_path             [   0.21884] Calling LoadLibrary C:\Windows\system32\d3dx9_43.dll
system   I            wsystem.c:800  load_library_at_path             [   0.22128] Loaded C:\Windows\system32\d3dx9_43.dll
d3dx9    I        d3d_d3dx9.cpp:88   _imp_load_d3dx9_module_version   [   0.22131] Module "d3dx9_43.dll" loaded.
dtor     D               dtor.c:196  _al_register_destructor          [   0.22154] added dtor for bitmap 000000000270b550, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22235] added dtor for bitmap 000000000270b710, func 00007ffb781a1c08
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.22332] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.22333] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.22334] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.22335] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.22336] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.22337] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.22338] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.22339] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.22340] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.22341] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.22341] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.22343] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.22344] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.22395] added dtor for bitmap 0000000002742730, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22415] added dtor for sub_bitmap 0000000002775ef0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22418] added dtor for sub_bitmap 00000000027760b0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22419] added dtor for sub_bitmap 0000000002776270, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22420] added dtor for sub_bitmap 0000000002776430, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22422] added dtor for sub_bitmap 00000000027765f0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22423] added dtor for sub_bitmap 00000000027767b0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22425] added dtor for sub_bitmap 0000000002776970, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22426] added dtor for sub_bitmap 0000000002776b30, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22427] added dtor for sub_bitmap 0000000002776cf0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22429] added dtor for sub_bitmap 000000000270b8d0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22430] added dtor for sub_bitmap 000000000270ba90, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22431] added dtor for sub_bitmap 000000000270bc50, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22433] added dtor for sub_bitmap 000000000270be10, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22434] added dtor for sub_bitmap 000000000270bfd0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22436] added dtor for sub_bitmap 000000000270ce20, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22437] added dtor for sub_bitmap 000000000270c720, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22439] added dtor for sub_bitmap 000000000270caa0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22440] added dtor for sub_bitmap 000000000270cc60, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22441] added dtor for sub_bitmap 000000000270c560, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22443] added dtor for sub_bitmap 000000000270c1e0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22444] added dtor for sub_bitmap 000000000270c3a0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22445] added dtor for sub_bitmap 000000000270c8e0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22447] added dtor for sub_bitmap 0000000002707b30, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22448] added dtor for sub_bitmap 00000000027083f0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22450] added dtor for sub_bitmap 00000000027085b0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22451] added dtor for sub_bitmap 0000000002706ef0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22452] added dtor for sub_bitmap 0000000002708770, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22454] added dtor for sub_bitmap 00000000027077b0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22455] added dtor for sub_bitmap 0000000002708930, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22457] added dtor for sub_bitmap 00000000027070b0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22458] added dtor for sub_bitmap 0000000002706b70, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22459] added dtor for sub_bitmap 0000000002707970, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22460] added dtor for sub_bitmap 0000000002707270, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22461] added dtor for sub_bitmap 0000000002707eb0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22463] added dtor for sub_bitmap 0000000002706d30, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22464] added dtor for sub_bitmap 0000000002708070, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22465] added dtor for sub_bitmap 0000000002707430, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22466] added dtor for sub_bitmap 0000000002708230, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22467] added dtor for sub_bitmap 00000000027075f0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22468] added dtor for sub_bitmap 0000000002707cf0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22470] added dtor for sub_bitmap 0000000002709980, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22471] added dtor for sub_bitmap 00000000027090c0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22472] added dtor for sub_bitmap 0000000002709440, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22473] added dtor for sub_bitmap 0000000002709280, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22475] added dtor for sub_bitmap 0000000002709600, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22476] added dtor for sub_bitmap 00000000027097c0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22477] added dtor for sub_bitmap 0000000002709b40, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22478] added dtor for sub_bitmap 0000000002709d00, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22479] added dtor for sub_bitmap 0000000002708f00, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22480] added dtor for sub_bitmap 0000000002709ec0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22481] added dtor for sub_bitmap 000000000270a240, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22483] added dtor for sub_bitmap 000000000270a080, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22484] added dtor for sub_bitmap 000000000270a400, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22485] added dtor for sub_bitmap 000000000270a5c0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22486] added dtor for sub_bitmap 000000000270a780, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22487] added dtor for sub_bitmap 000000000270a940, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22488] added dtor for sub_bitmap 0000000002708b80, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22489] added dtor for sub_bitmap 0000000002708d40, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22491] added dtor for sub_bitmap 0000000002777980, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22492] added dtor for sub_bitmap 0000000002778400, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22493] added dtor for sub_bitmap 0000000002778780, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22494] added dtor for sub_bitmap 0000000002777d00, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22496] added dtor for sub_bitmap 0000000002778080, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22497] added dtor for sub_bitmap 0000000002777ec0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22498] added dtor for sub_bitmap 0000000002778240, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22499] added dtor for sub_bitmap 0000000002777600, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22500] added dtor for sub_bitmap 00000000027785c0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22502] added dtor for sub_bitmap 00000000027777c0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22503] added dtor for sub_bitmap 0000000002776f00, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22505] added dtor for sub_bitmap 0000000002778940, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22506] added dtor for sub_bitmap 0000000002778b00, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22507] added dtor for sub_bitmap 00000000027770c0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22509] added dtor for sub_bitmap 0000000002777b40, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22510] added dtor for sub_bitmap 0000000002778cc0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22511] added dtor for sub_bitmap 0000000002777280, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22512] added dtor for sub_bitmap 0000000002777440, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22515] added dtor for sub_bitmap 000000000277a410, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22516] added dtor for sub_bitmap 000000000277a090, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22517] added dtor for sub_bitmap 000000000277a250, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22518] added dtor for sub_bitmap 0000000002779450, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22519] added dtor for sub_bitmap 000000000277a5d0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22520] added dtor for sub_bitmap 00000000027790d0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22521] added dtor for sub_bitmap 000000000277ab10, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22523] added dtor for sub_bitmap 000000000277a790, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22524] added dtor for sub_bitmap 000000000277a950, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22525] added dtor for sub_bitmap 000000000277acd0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22526] added dtor for sub_bitmap 0000000002778f10, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22527] added dtor for sub_bitmap 0000000002779290, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22528] added dtor for sub_bitmap 0000000002779610, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22530] added dtor for sub_bitmap 00000000027797d0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22531] added dtor for sub_bitmap 0000000002779ed0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22532] added dtor for sub_bitmap 0000000002779990, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22533] added dtor for sub_bitmap 0000000002779b50, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22534] added dtor for sub_bitmap 0000000002779d10, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22536] added dtor for sub_bitmap 000000000277b9a0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22537] added dtor for sub_bitmap 000000000277bb60, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22539] added dtor for sub_bitmap 000000000277bd20, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22540] added dtor for sub_bitmap 000000000277b460, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22541] added dtor for sub_bitmap 000000000277c260, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22543] added dtor for sub_bitmap 000000000277bee0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22544] added dtor for sub_bitmap 000000000277b7e0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22545] added dtor for sub_bitmap 000000000277cb20, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22546] added dtor for sub_bitmap 000000000277b2a0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22547] added dtor for sub_bitmap 000000000277c0a0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22548] added dtor for sub_bitmap 000000000277af20, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22549] added dtor for sub_bitmap 000000000277c420, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22551] added dtor for sub_bitmap 000000000277c960, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22552] added dtor for sub_bitmap 000000000277c5e0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22553] added dtor for sub_bitmap 000000000277cce0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22554] added dtor for sub_bitmap 000000000277c7a0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22555] added dtor for sub_bitmap 000000000277b0e0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22556] added dtor for sub_bitmap 000000000277b620, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22558] added dtor for sub_bitmap 000000000277ed80, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22560] added dtor for sub_bitmap 000000000277e680, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22561] added dtor for sub_bitmap 000000000277dc00, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22562] added dtor for sub_bitmap 000000000277f800, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22563] added dtor for sub_bitmap 000000000277f640, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22564] added dtor for sub_bitmap 000000000277da40, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22566] added dtor for sub_bitmap 000000000277df80, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22567] added dtor for sub_bitmap 000000000277e4c0, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22568] added dtor for sub_bitmap 000000000277e140, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22569] added dtor for sub_bitmap 000000000277e840, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22574] added dtor for sub_bitmap 000000000277e300, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22575] added dtor for sub_bitmap 000000000277ea00, func 00007ffb781a1c08
dtor     D               dtor.c:196  _al_register_destructor          [   0.22576] added dtor for sub_bitmap 000000000277f100, func 00007ffb781a1c08
